company_no,company_name,cb_no,bond_type,bond_period,bond_category,publish_date,expire_date,publish_qty,remain_qty,basic_interest,interest_pay_type,interest_calc_count,interest_pay_count,credit_level,publish_location,back_flag,back_description,bond_short_name,announce_date,publish_length,publish_month,ipo,ensure,ensure_status,sell_back_date,sell_back_price,sell_broker,remain_change_date,remain_change_cause,currency,collect_method,convert_price,convert_start_date,convert_end_date,trustee
6139      ,亞翔工程,61392          ,5,二        ,1         ,20120607,20150607,700000000,700000000,0, ,0,0,無      ,1,2,到期依面額一次還本                                                              ,亞翔二                        ,20120607,3,0,2,1,兆豐國際商業銀行                                                                ,0,0,                                                                                ,0,                                                            ,1,7,32.98,20120708,20150528,華南商業銀行股份有限公司                          
6145      ,勁永國際,YD46AA         ,5,98-1      ,,20091112,20141112,475000000,475000000,1, ,0,0,不適用  ,1,1,                                                                                ,勁永私募一債                  ,0,5,0,5,2,                                                                                ,0,0,不適用                                                                          ,20130228,無                                                          ,0,8,15.7,20091213,20141102,不適用                                            
6161      ,捷波,61613          ,5,3         ,,20120112,20150112,200000000,148300000,0, ,0,0,不適用  ,1,1,                                                                                ,捷波三                        ,20120112,3,0,2,1,彰化商業銀行股份有限公司                                                        ,20140112,100,統一綜合證券股份有限公司                                                        ,20140112,債券持有人行使賣回權                                        ,1,7,13.64,20120213,20150102,台北富邦商業銀行股份有限公司                      
6168      ,宏齊科技,61683          ,5,3         ,,20100622,20150622,1000000000,30400000,0, ,0,0,不適用  ,1,1,                                                                                ,宏齊三                        ,20100622,5,0,2,1,中國信託商業銀行                                                                ,20120622,100,大華證券股份有限公司                                                            ,0,                                                            ,1,7,36,20100723,20150612,兆豐國際商業銀行股份有限公司                      
6168      ,宏齊科技,61684          ,5,4         ,,20140729,20170729,600000000,600000000,0, ,0,0,不適用  ,1,1,                                                                                ,宏齊四                        ,20140729,3,0,2,1,中國信託商業銀行股份有限公司及台北富邦商業銀行股份有限公司                      ,0,0,凱基證券股份有限公司                                                            ,0,                                                            ,1,7,23.8,20140830,20170719,兆豐國際商業銀行股份有限公司                      
6170      ,統振,61703          ,5,3         ,,20130131,20160131,250000000,250000000,0, ,0,0,不適用  ,1,1,                                                                                ,統振三                        ,20130131,3,0,2,1,彰化商業銀&#64008;股份有限公司                                                  ,20150131,101.5,國票綜合證券股份有限公司                                                        ,0,無                                                          ,1,7,14,20130301,20160121,兆豐商業銀行股份有限公司信託部                    
6176      ,瑞儀光電,61761          ,5,1         ,,20140124,20190124,3000000000,3000000000,0, ,0,0,不適用  ,1,1,                                                                                ,瑞儀一                        ,20140124,5,0,2,2,                                                                                ,20170124,100,宏遠證券股份有限公司                                                            ,0,                                                            ,1,7,151.2,20140225,20190114,玉山商業銀行股份有限公司信託部                    
6177      ,達麗,61774          ,5,4         ,,20120823,20170823,500000000,449000000,0, ,0,0,不適用  ,1,1,                                                                                ,達麗四                        ,20120823,5,0,2,1,臺灣土地銀行股份有限公司                                                        ,20150823,105.34,臺灣土地銀行股份有限公司                                                        ,20140731,債權人申請轉換為普通股                                      ,1,7,30.17,20120924,20170813,日盛國際商業銀行信託部                            
6184      ,大豐電,61841          ,5,1         ,,20130517,20160517,1200000000,1200000000,0, ,0,0,不適用  ,1,1,                                                                                ,大豐一                        ,20130517,3,0,2,2,                                                                                ,20160517,105.81,宏遠證券股份有限公司                                                            ,0,                                                            ,1,7,77.5,20130618,20160507,台新國際商業銀行股份有限公司                      
6190      ,萬泰科,61904          ,5,4         ,,20140715,20170715,200000000,200000000,0, ,0,0,不適用  ,1,1,                                                                                ,萬泰四                        ,20140715,3,0,2,1,台灣工業銀行股份有限公司                                                        ,0,0,大眾綜合證券股份有限公司                                                        ,0,                                                            ,1,7,10.2,20140816,20170705,合作金庫商業銀行(股)公司                          
6206      ,飛捷,62062          ,5,2         ,轉換公司債,20100809,20150809,800000000,314800000,0, ,0,0,        ,1,1,                                                                                ,飛捷二                        ,20100809,5,0,2,2,                                                                                ,20120809,101.0025,凱基證券股份有限公司                                                            ,20140630,債券持有人轉換為普通股                                      ,1,7,90.9,20100910,20150730,華南商業銀行股份有限公司                          
6217      ,中國探針,62173          ,5,3         ,,20120822,20150822,260000000,237200000,0, ,0,0,不適用  ,1,1,                                                                                ,中探三                        ,20120822,3,0,2,2,                                                                                ,20140822,100,中國信託綜合證券股份有限公司                                                    ,0,                                                            ,1,7,38.5,20120923,20150812,中國信託商業銀行股份有限公司                      
6219      ,富旺國際,62191          ,5,1         ,,20131014,20161014,200000000,196000000,0, ,0,0,不適用  ,1,1,                                                                                ,富旺一                        ,20131014,3,0,2,1,板信商業銀行股份有限公司及上海商業儲蓄銀行股份有限公司                          ,20151014,103.02,福邦證券股份有限公司                                                            ,20140731,                                                            ,1,7,18.8,20131115,20161004,臺灣新光商業銀行股份有限公司                      
6219      ,富旺國際,62192          ,5,2         ,,20131015,20161015,100000000,26200000,0, ,0,0,不適用  ,1,1,                                                                                ,富旺二                        ,20131015,3,0,2,2,                                                                                ,20151015,103.53,福邦證券股份有限公司                                                            ,20140731,本月受理轉換 66 張                                          ,1,7,18.6,20131116,20161005,臺灣新光商業銀行股份有限公司                      
6219      ,富旺國際,62193          ,5,3         ,,20140512,20170512,400000000,363000000,0, ,0,0,不適用  ,1,1,                                                                                ,富旺三                        ,20140512,3,0,2,2,                                                                                ,20160512,103.53,國泰綜合證券股份有限公司                                                        ,20140731,                                                            ,1,7,21.3,20140613,20170502,臺灣新光商業銀行股份有限公司                      
6220      ,岳豐,62206          ,5,6         ,,20130710,20160710,100000000,99300000,0, ,0,0,        ,1,1,                                                                                ,岳豐六                        ,20130710,3,0,2,1,台灣工業銀行股份有限公司                                                        ,20150710,101.0025,凱基證券股份有限公司                                                            ,20140227,債券持有人執行轉換                                          ,1,7,12.5,20130811,20160630,台北富邦商業銀行信託部                            
6220      ,岳豐,62207          ,5,7         ,,20131115,20161115,200000000,155200000,0, ,0,0,        ,1,1,                                                                                ,岳豐七                        ,20131115,3,0,2,2,                                                                                ,20151115,102.01,凱基證券股份有限公司                                                            ,20140331,債券持有人執行轉換                                          ,1,7,12.79,20131216,20161105,台北富邦商業銀行信託部                            
6231      ,系微,               ,5,100       ,1         ,20111122,20150521,300000000,300000000,1, ,0,0,        ,0,1,                                                                                ,                              ,0,3,6,5,2,                                                                                ,20141121,103.03,                                                                                ,0,                                                            ,0,8,108.3,20120122,20150511,台新國際商業銀行股份有限公司                      
6238      ,勝麗國際,62382          ,5,2         ,,20131220,20161220,100000000,37500000,0, ,0,0,不適用  ,1,1,                                                                                ,勝麗二                        ,20131220,3,0,2,1,臺灣新光商業銀行股份有限公司                                                    ,20151220,103.6324,群益金鼎證券股份有限公司                                                        ,0,                                                            ,1,7,14,20140121,20161210,合作金庫銀行股份有限公司                          
6245      ,立端科技,62452          ,5,2         ,,20131021,20161021,400000000,265900000,0, ,0,0,不適用  ,1,1,                                                                                ,立端二                        ,20131021,3,0,2,2,                                                                                ,20151021,100,宏遠證券股份有限公司                                                            ,20140731,依發行及轉換辦法辦理轉換                                    ,1,7,48,20131122,20161011,玉山商業銀行股份有限公司                          
6259      ,百徽,62592          ,5,2         ,,20140724,20170724,250000000,250000000,0, ,0,0,不適用  ,1,1,                                                                                ,百徽二                        ,20140724,3,0,2,1,板信商業銀行                                                                    ,20160724,100,永豐金證券股份有限公司                                                          ,0,                                                            ,1,7,15,20140825,20170714,永豐商業行信託部                                  
6261      ,久元,62613          ,5,3         ,,20111019,20141019,1000000000,472600000,0, ,0,0,        ,1,1,                                                                                ,久元三                        ,20111019,3,0,2,2,                                                                                ,0,0,大華證券股份有限公司                                                            ,0,                                                            ,1,7,70,20111120,20141009,兆豐國際商業銀行股份有限公司信託部                
6264      ,德士通,62641          ,5,103       ,1         ,20140325,20170325,500000000,500000000,0, ,0,0,不適用  ,1,1,                                                                                ,士通一                        ,20140325,3,0,2,1,板信商業銀行股份有限公司                                                        ,20160325,101.0025,元富證券股份有限公司                                                            ,0,                                                            ,1,7,15,20140426,20170315,國泰世華商業銀行股份有限公司                      
6271      ,同欣電子,62711          ,5,1         ,,20140424,20170424,2000000000,2000000000,0, ,0,0,無      ,1,1,                                                                                ,同欣一                        ,20140424,3,0,2,2,                                                                                ,0,0,凱基證券股份有限公司                                                            ,0,                                                            ,1,7,160,20140525,20170414,華南商業銀行信託部                                
6275      ,元山科技,62753          ,5,3         ,,20101029,20151029,152000000,69800000,0, ,0,0,不適用  ,1,1,                                                                                ,元山三                        ,20101102,5,0,2,1,臺灣工業銀行股份有限公司                                                        ,20141029,106.1364,台新綜合證券股份有限公司                                                        ,0,                                                            ,1,7,21.6,20101130,20151020,中國信託銀行股份有限公司信託部                    
6275      ,元山科技,62754          ,5,4         ,,20130718,20160718,220000000,205600000,0, ,0,0,不適用  ,1,1,                                                                                ,元山四                        ,20130718,3,0,2,1,第一商業銀行股份有限公司                                                        ,20150718,102.516,第一金證券股份有限公司                                                          ,0,                                                            ,1,7,14,20131019,20160708,中國信託商業銀行股份有限公司                      
6284      ,佳邦科技,62842          ,5,2         ,,20131125,20161125,300000000,224100000,0, ,0,0,        ,1,1,                                                                                ,佳邦二                        ,20131125,3,0,2,1,兆豐國際商業銀行股份有限公司                                                    ,20151125,101,兆豐證券及康和證券                                                              ,0,243張公司債申請轉換普通股                                   ,1,7,30.34,20131226,20161115,玉山商業銀行股份有限公司信託部                    
6287      ,元隆電子,YF38AA         ,5,102       ,1         ,20130614,20160614,90000000,90000000,3, ,0,0,        ,0,1,                                                                                ,元隆私募一                    ,0,3,0,5,2,                                                                                ,20150614,100.75,                                                                                ,0,                                                            ,1,8,2.5,20130914,20160604,不適用                                            
6287      ,元隆電子,YF38AB         ,5,102       ,2         ,20130801,20160801,150000000,150000000,3, ,0,0,        ,0,1,                                                                                ,元隆私募二                    ,0,3,0,5,2,                                                                                ,20131101,100.75,不適用                                                                          ,0,                                                            ,1,8,5.5,20131101,20160722,不適用                                            
6290      ,良維科技,62905          ,5,5         ,,20110804,20160804,200000000,26300000,0, ,0,0,        ,1,1,                                                                                ,良維五                        ,20110804,5,0,2,1,中國信託商業銀行股份有限公司承德分行                                            ,20140804,103.8,寶來證券股份有限公司                                                            ,0,                                                            ,1,7,34.02,20110905,20160725,元大商業銀行股份有限公司信託部                    
6290      ,良維科技,62906          ,5,6         ,,20110805,20160805,300000000,23100000,0, ,0,0,        ,1,1,                                                                                ,良維六                        ,20110805,5,0,2,2,                                                                                ,20140805,104.57,寶來證券股份有限公司                                                            ,0,                                                            ,1,7,34,20110906,20160726,元大商業銀行股份有限公司信託部                    
6509      ,聚和,65093          ,5,3         ,,20091124,20141124,150000000,0,0, ,0,0,不適用  ,1,1,                                                                                ,聚和三                        ,20091124,5,0,2,2,                                                                                ,20141124,107.728,台新國際商業銀行股份有限公司                                                    ,20140630,                                                            ,1,7,23.8,20091225,20141114,中國信託商業銀行股份有限公司                      
6803      ,崑鼎投控,68031          ,5,1         ,,20101115,20151115,500000000,34200000,0, ,0,0,不適用  ,1,1,                                                                                ,崑鼎一                        ,20101115,5,0,2,2,                                                                                ,0,100,永豐金證券股份有限公司                                                          ,20140731,                                                            ,1,7,135.58,20101215,20151105,永豐商業銀行信託部                                
8011      ,台通,80111          ,5,1         ,,20140313,20170313,280000000,25600000,0, ,0,0,不適用  ,1,1,                                                                                ,台通一                        ,20140313,3,0,2,2,                                                                                ,20160313,102.01,元富證券股份有限公司                                                            ,0,                                                            ,1,7,38.9,20140414,20170303,兆豐國際商業銀行股份有限公司                      
8042      ,金山電,80423          ,5,3         ,,20121029,20171029,250000000,50000000,0, ,0,0,無      ,1,1,                                                                                ,金電三                        ,20121029,5,0,2,2,                                                                                ,20141029,100,大華證券股份有限公司                                                            ,0,                                                            ,1,7,40.7,20121130,20171019,兆豐商業銀行股份有限公司                          
8049      ,晶采光電,80493          ,5,3         ,,20111107,20141107,300000000,166700000,0, ,0,0,        ,1,1,                                                                                ,晶采三                        ,20111107,3,0,2,1,合作金庫商業銀行股份有限公司                                                    ,20141107,100,凱基證券股份有限公司                                                            ,20140630,轉換成普通股股票                                            ,1,7,8,20111208,20141028,臺灣土地銀行股份有限公司                          
8050      ,廣積科技,80503          ,5,3         ,,20120918,20170918,200000000,7600000,0, ,0,0,        ,1,1,                                                                                ,廣積三                        ,20120918,5,0,2,2,                                                                                ,20140918,102.01,台新綜合證券股份有限公司                                                        ,20120930,                                                            ,1,7,41.51,20121019,20170908,華南商業銀行股份有限公司信託部                    
8074      ,鉅橡企業,80743          ,5,3         ,,20121018,20171018,100000000,6600000,0, ,0,0,無      ,1,1,                                                                                ,鉅橡三                        ,20121018,5,0,2,1,兆豐國際商業銀行股份有限公司                                                    ,20151018,104.57,華南永昌綜合證券股份有限公司                                                    ,0,                                                            ,1,7,16.65,20121119,20171008,玉山商業銀行股份有限公司                          
8074      ,鉅橡企業,80744          ,5,4         ,,20121018,20171018,80000000,19500000,0, ,0,0,無      ,1,1,                                                                                ,鉅橡四                        ,20121018,5,0,2,1,第一商業銀行股份有限公司                                                        ,20151018,104.57,華南永昌綜合證券股份有限公司                                                    ,0,                                                            ,1,7,16.65,20121119,20171008,玉山商業銀行股份有限公司                          
8076      ,伍豐科技,80763          ,5,3         ,,20121227,20151227,500000000,348400000,0, ,0,0,不適用  ,1,1,                                                                                ,伍豐三                        ,20121227,3,0,2,1,第一商業銀行民權分行                                                            ,20141227,101.0025,第一金證券股份有限公司                                                          ,0,                                                            ,1,7,40.1,20130128,20151217,華南商業銀行股份有限公司                          
8091      ,翔名科技,80912          ,5,100-1     ,,20111107,20141107,250000000,87500000,0, ,0,0,不適用  ,1,2,到期一次還本，本金加計利息為債券面額之103.797%                                  ,翔名二                        ,20111107,3,0,2,1,中國信託商業銀行                                                                ,20141107,103.797,中國信託綜合證券股份有限公司                                                    ,20140730,債權人轉換                                                  ,1,7,52.7,20111208,20141028,遠東國際商業銀行                                  
8091      ,翔名科技,80913          ,5,100-2     ,,20111108,20141108,150000000,26300000,0, ,0,0,不適用  ,1,2,到期一次還本，本金加計利息為債券面額之105.3424%                                 ,翔名三                        ,20111108,3,0,2,2,                                                                                ,20141108,105.3424,中國信託綜合證券股份有限公司                                                    ,20140731,債權人轉換                                                  ,1,7,53.1,20111209,20141029,中國信託商業銀行                                  
8103      ,瀚荃,81033          ,5,3         ,,20100608,20150608,300000000,78600000,0, ,0,0,        ,1,1,                                                                                ,瀚荃三                        ,20100608,5,0,2,2,                                                                                ,0,0,大華證券股份有限公司                                                            ,20140702,投資人轉換                                                  ,1,7,43.8,20100709,20150529,華南商業銀行信託部                                
8105      ,凌巨,81052          ,5,2         ,0         ,20110321,20160321,1000000000,1600000,0, ,0,0,不適用  ,1,1,                                                                                ,凌巨二                        ,20110321,5,0,2,2,                                                                                ,0,0,凱基證券股份有限公司                                                            ,20140724,本公司執行收回權                                            ,1,7,23.2,20110422,20160311,中國信託商業銀行股份有限公司                      
8107      ,大億科,81073          ,5,3         ,,20110725,20160725,300000000,56400000,0, ,0,0,不適用  ,1,1,                                                                                ,大億三                        ,20110725,5,0,2,2,                                                                                ,20140725,104.105,台新綜合證券股份有限公司                                                        ,0,                                                            ,1,7,11.5,20110826,20160715,安泰商業銀行股份有限公司                          
8112      ,至上電子,81127          ,5,7         ,,20131203,20161203,600000000,203300000,0, ,0,0,不適用  ,1,1,                                                                                ,至上七                        ,20131203,3,0,2,1,台新銀行及遠東銀行                                                              ,20151203,101.0025,台新綜合證券股份有限公司                                                        ,20140731,轉換普通股                                                  ,1,7,13.5,20140104,20161023,中國信託商業銀行股份有限公司信託部                
8114      ,振樺電子,81141          ,5,1         ,,20140728,20170728,850000000,850000000,0, ,0,0,不適用  ,1,1,                                                                                ,振樺一                        ,20140728,3,0,2,2,                                                                                ,0,0,群益金鼎證券股份有限公司                                                        ,0,                                                            ,1,7,195,20140829,20170728,玉山商業銀行信託部                                
8171      ,天宇工業,81711          ,5,1         ,1         ,20121207,20151207,160000000,200000,0, ,0,0,不適用  ,1,1,                                                                                ,天宇一                        ,20121207,3,0,2,1,第一銀行股份有限公司大坪林分行                                                  ,20141207,103.02,福邦證券股份有限公司                                                            ,0,                                                            ,1,7,13.5,20130108,20151127,台北富邦商業銀行股份有限公司                      
8240      ,華宏新技,82401          ,5,99-1      ,,20100514,20150514,500000000,4600000,0, ,0,0,無      ,1,1,                                                                                ,華宏一                        ,20100514,5,0,2,2,                                                                                ,20150514,107.7284,台新國際商業銀行股份有限公司                                                    ,0,                                                            ,1,7,68.95,20100615,20150504,台新國際商業銀行股份有限公司                      
8240      ,華宏新技,82402          ,5,2         ,,20130121,20180121,300000000,300000000,0, ,0,0,無      ,1,1,                                                                                ,華宏二                        ,20130121,5,0,2,2,                                                                                ,20160121,103.0301,台新綜合證券股份有限公司                                                        ,0,                                                            ,1,7,48,20130222,20180111,台新國際商業銀行股份有限公司                      
8374      ,羅昇,83741          ,5,1         ,,20110622,20160622,400000000,1200000,0, ,0,0,不適用  ,1,1,                                                                                ,羅昇一                        ,20110622,5,0,2,2,                                                                                ,20140622,100.9,凱基證券股份有限公司                                                            ,20140531,債券持有人行使賣回權                                        ,1,7,75.2,20110723,20160612,日盛國際商業銀行股份有限公司                      
8390      ,金益鼎,83904          ,5,4         ,1         ,20121018,20151018,350000000,350000000,0, ,0,0,無      ,1,1,                                                                                ,金益四                        ,20121018,3,0,2,2,                                                                                ,20141018,102.01,國泰綜合證券股份有限公司                                                        ,0,                                                            ,1,7,32,20121119,20151008,台北富邦商業銀行信託部                            
8401      ,白紗科技,84011          ,5,1         ,,20130610,20160610,200000000,157000000,0, ,0,0,不適用  ,1,1,                                                                                ,白紗一                        ,20130610,3,0,2,1,合作金庫商業銀行股份有限公司                                                    ,20150610,102.01,合作金庫證券股份有限公司                                                        ,0,                                                            ,1,7,15.28,20130711,20160531,日盛國際商業銀行股份有限公司                      
8403      ,盛弘醫藥,84031          ,5,1         ,,20120530,20150530,170000000,1500000,0, ,0,0,        ,1,1,                                                                                ,盛弘一                        ,20120530,3,0,2,2,                                                                                ,20140530,103.0225,日盛證券股份有限公司                                                            ,20140630,                                                            ,1,7,24,20120701,20150520,上海商業儲蓄銀行股份有限公司信託部                
8403      ,盛弘醫藥,84032          ,5,2         ,,20130802,20160802,500000000,500000000,0, ,0,0,        ,1,1,                                                                                ,盛弘二                        ,20130802,3,0,2,2,                                                                                ,20150802,103.0225,日盛證券股份有限公司                                                            ,0,                                                            ,1,7,41.7,20130903,20160723,台新國際商業銀行股份有限公司信託部                
8406      ,F-金可,84061          ,5,1         ,,20130717,20180717,2000000000,1067800000,0, ,0,0,        ,1,1,                                                                                ,金可一                        ,20130717,5,0,2,2,                                                                                ,20150717,101,永豐金證券股份有限公司                                                          ,20140630,轉換普通股                                                  ,1,7,501,20130818,20180707,永豐商業銀行信託部                                
8411      ,F-福貞,84111          ,5,一        ,,20130820,20160820,1000000000,1000000000,0, ,0,0,        ,1,1,                                                                                ,福貞一                        ,20130820,3,0,2,2,                                                                                ,20150820,102.01,凱基證券股份有限公司                                                            ,0,                                                            ,1,7,102,20130921,20160810,永豐商業銀行股份有限公司信託部                    
8421      ,旭源,84211          ,5,1         ,,20140318,20170318,150000000,150000000,0, ,0,0,不適用  ,1,1,                                                                                ,旭源一                        ,20140318,3,0,2,1,玉山商業銀行及第一商業銀行                                                      ,20160318,102.01,華南永昌綜合證券股份有限公司                                                    ,0,                                                            ,1,7,17.17,20140419,20170308,合作金庫商業銀行信託部                            
8429      ,F-金麗,84291          ,5,1         ,1         ,20140224,20170224,1200000000,1200000000,0, ,0,0,TCRI 5  ,1,1,                                                                                ,金麗一                        ,20140224,3,0,2,2,                                                                                ,20160224,101.0025,國泰綜合證券股份有限公司                                                        ,0,                                                            ,1,7,103.6,20140325,20170214,玉山銀行信託部                                    
8925      ,偉盟,89255          ,5,5         ,0         ,20110809,20160809,1000000000,500000,0, ,0,0,不適用  ,1,1,                                                                                ,偉盟五                        ,20110809,5,0,2,2,                                                                                ,20140809,103.03,永豐金證券股份有限公司                                                          ,20140630,                                                            ,1,7,19.5,20110910,20160730,永豐商業銀行股份有限公司信託部                    
8927      ,北基,89273          ,5,3         ,,20121227,20151227,200000000,106600000,0, ,0,0,不適用  ,1,1,                                                                                ,北基三                        ,20121227,3,0,2,1,兆豐國際商業銀行股份有限公司                                                    ,20141227,100.5,兆豐證券股份有限公司                                                            ,0,                                                            ,1,7,13.8,20130127,20151217,玉山商業銀行股份有限公司信託部                    
8927      ,北基,89274          ,5,4         ,,20121228,20151228,200000000,60800000,0, ,0,0,不適用  ,1,1,                                                                                ,北基四                        ,20121228,3,0,2,2,                                                                                ,20141228,101.51,兆豐證券股份有限公司                                                            ,0,                                                            ,1,7,13.8,20130128,20151218,玉山商業銀行股份有限公司信託部                    
8933      ,愛地雅,89331          ,5,1         ,,20090811,20140811,350000000,29200000,0, ,0,0,        ,1,1,                                                                                ,愛地一                        ,20090811,5,0,2,1,安泰銀行                                                                        ,20110811,103.0225,寶來證券股份有限公司                                                            ,0,                                                            ,1,7,24.8,20090912,20140801,兆豐商業行信託部                                  
8933      ,愛地雅,89332          ,5,2         ,,20140213,20190213,200000000,200000000,0, ,0,0,不適用  ,1,1,                                                                                ,愛地二                        ,20140213,5,0,2,1,台新國際商業銀行                                                                ,20160213,101.0025,台新綜合證券股份有限公司                                                        ,0,不適用                                                      ,1,7,20,20140314,20190203,兆豐國際商業銀行股份有限公司                      
8933      ,愛地雅,89333          ,5,3         ,,20140214,20190214,100000000,100000000,0, ,0,0,不適用  ,1,1,                                                                                ,愛地三                        ,20140214,5,0,2,2,                                                                                ,20160214,103.0225,台新綜合證券股份有限公司                                                        ,0,                                                            ,1,7,20,20140315,20190204,兆豐國際商業銀行股份有限公司                      
8942      ,森鉅,89424          ,5,4         ,,20120503,20170503,1200000000,569900000,0, ,0,0,        ,1,1,                                                                                ,森鉅四                        ,20120503,5,0,2,2,                                                                                ,20140503,101.0025,群益金鼎證券股份有限公司                                                        ,0,NA                                                          ,1,7,57.8,20120604,20170423,華南商業銀行信託部                                
8996      ,高力,89963          ,5,3         ,,20130814,20180814,100000000,100000000,0, ,0,0,不適用  ,1,1,                                                                                ,高力三                        ,20130814,5,0,2,2,                                                                                ,20150814,102.01,兆豐證券股份有限公司                                                            ,0,                                                            ,1,7,79.6,20130914,20180804,兆豐國際商業銀行信託部                            
9802      ,F-鈺齊,98021          ,5,102-1     ,,20131025,20161025,100000000,100000000,0, ,0,0,不適用  ,1,1,                                                                                ,鈺齊一                        ,20131025,3,0,2,1,中國信託商業銀&#64008;股份有限公司                                              ,20151025,100,國泰綜合證券股份有限公司                                                        ,0,                                                            ,1,7,36.3,20140126,20161015,玉山商業銀行股份有限公司信託部                    
9802      ,F-鈺齊,98022          ,5,102-2     ,,20131028,20161028,400000000,387500000,0, ,0,0,不適用  ,1,1,                                                                                ,鈺齊二                        ,20131028,3,0,2,2,                                                                                ,20151028,101.0025,國泰綜合證券股份有限公司                                                        ,0,                                                            ,1,7,35.4,20140129,20161018,玉山商業銀行股份有限公司信託部                    
9934      ,成霖企業,99342          ,5,二        ,,20111020,20171020,1650000000,920800000,0, ,0,0,        ,1,1,                                                                                ,成霖二                        ,20111020,6,0,2,2,                                                                                ,20141020,104.5,大華證券股份有限公司                                                            ,0,                                                            ,1,7,20.6,20111121,20171010,中華開發工業銀行股份有限公司                      
9935      ,慶豐富,99351          ,5,1         ,0         ,20100503,20150503,400000000,24500000,0, ,0,0,不適用  ,1,1,                                                                                ,慶富一                        ,20100503,5,0,2,1,臺灣土地銀行                                                                    ,20120503,102.52,兆豐證券股份有限公司                                                            ,20111230,公司買回註銷                                                ,0,7,12.78,20100604,20150423,兆豐國際商業銀行股份有限公司                      
9935      ,慶豐富,99352          ,5,2         ,,20100503,20150503,100000000,8000000,0, ,0,0,不適用  ,1,1,                                                                                ,慶富二                        ,20100503,5,0,2,1,日盛國際商業銀行                                                                ,20120503,102.52,兆豐證券股份有限公司                                                            ,0,                                                            ,0,7,12.78,20100604,20150423,兆豐國際商業銀行股份有限公司                      
9939      ,宏全,99391          ,5,1         ,,20110715,20160715,1000000000,575500000,0, ,0,0,不適用  ,1,1,                                                                                ,宏全一                        ,20110715,5,0,2,2,                                                                                ,20140715,100,元大證券股份有限公司                                                            ,0,                                                            ,1,7,96.4,20110816,20160705,第一商業銀行股份有限公司信託處                    
9941      ,裕融企業,99411          ,5,1         ,,20120620,20170620,2500000000,1057500000,0, ,0,0,twA     ,1,1,                                                                                ,裕融一                        ,20120620,5,0,2,2,                                                                                ,20150620,100,元大寶來證券股份有限公司                                                        ,20140731,轉換普通股                                                  ,1,7,72.15,20120721,20170610,兆豐國際商業銀行股份有限公司信託部                
9944      ,新麗企業,99442          ,5,2         ,,20140312,20170312,350000000,252800000,0, ,0,0,        ,1,1,                                                                                ,新麗二                        ,20140312,3,0,2,2,                                                                                ,20160312,102.01,兆豐證券股份有限公司                                                            ,0,                                                            ,1,7,25.1,20140413,20170302,台北富邦商業銀行股份有限公司                      
9945      ,潤泰創新,99451          ,5,1         ,,20110113,20160113,3000000000,81600000,0, ,0,0,不適用  ,1,1,                                                                                ,潤新一                        ,20110113,5,0,2,2,                                                                                ,20160113,100,元大證券股份有限公司                                                            ,0,                                                            ,1,7,57.1,20110214,20160103,元大商業銀行股份有限公司                          
