company_no,company_name,cb_no,bond_type,bond_period,bond_category,publish_date,expire_date,publish_qty,remain_qty,basic_interest,interest_pay_type,interest_calc_count,interest_pay_count,credit_level,publish_location,back_flag,back_description,bond_short_name,announce_date,publish_length,publish_month,ipo,ensure,ensure_status,sell_back_date,sell_back_price,sell_broker,remain_change_date,remain_change_cause,currency,collect_method,convert_price,convert_start_date,convert_end_date,trustee
1217      ,愛之味,12172          ,5,2         ,,20110512,20160512,300000000,1100000,0, ,0,0,不適用  ,1,1,                                                                                ,愛之二                        ,20110512,5,0,2,2,                                                                                ,20140512,104.568,815T台新證券                                                                    ,20140731,買回註銷                                                    ,1,7,13.9,20110613,20160502,玉山商業銀行股份有限公司                          
1217      ,愛之味,12173          ,5,3         ,,20130307,20180307,1000000000,1000000000,0, ,0,0,不適用  ,1,1,                                                                                ,愛之三                        ,20130307,5,0,2,2,                                                                                ,20150307,103.531,815T台新證券                                                                    ,0,                                                            ,1,7,10.9,20130408,20180225,台新國際商業銀行股份有限公司                      
1218      ,泰山企業,12181          ,5,1         ,,20130523,20160523,500000000,500000000,0, ,0,0,TWAA-   ,1,1,                                                                                ,泰山一                        ,20130523,3,0,2,1,臺灣新光商業銀行                                                                ,20150523,102.01,910T群益金鼎證券                                                                ,0,                                                            ,1,7,15.1,20130624,20160513,玉山商業銀行股份有限公司信託部                    
1225      ,福懋油,12251          ,5,1         ,,20091221,20141221,500000000,154000000,0, ,0,0,不適用  ,1,1,                                                                                ,福脂一                        ,20091221,5,0,2,1,玉山商業銀行營業部                                                              ,20111221,100,980T元大寶來證券                                                                ,0,                                                            ,1,7,14.5,20100122,20141211,合作金庫銀行信託部                                
1319      ,東陽,13191          ,5,1         ,,20110103,20160103,1000000000,1000000000,0, ,0,0,        ,1,1,                                                                                ,東陽一                        ,20110104,5,0,2,2,                                                                                ,20140103,100,元大證券股份有限公司 、大華證券股份有限公司及永豐金證券股份有限公司             ,0,                                                            ,1,7,50.9,20110204,20151224,台北富邦商業銀行股份有限公司                      
1337      ,F-再生,13371          ,5,1         ,,20121011,20151011,600000000,600000000,0, ,0,0,        ,1,2,到期時依債券面額的106.12%以現金一次償還                                         ,再生一                        ,20121011,3,0,2,2,                                                                                ,0,0,980T元大寶來證券                                                                ,0,                                                            ,1,7,103.5,20121112,20151001,中國信託商業銀行股份有限公司                      
1442      ,名軒,14422          ,5,2         ,,20120801,20150801,800000000,617100000,0, ,0,0,        ,1,1,                                                                                ,名軒二                        ,20120801,3,0,2,1,臺灣銀行股份有限公司                                                            ,20140801,102.01,572T大華證券                                                                    ,0,                                                            ,1,7,26.5,20120902,20150722,臺灣土地銀行股份有限公司                          
1466      ,聚隆,14662          ,5,2         ,,20130114,20180114,300000000,108500000,0, ,0,0,不適用  ,1,1,                                                                                ,聚隆二                        ,20130114,5,0,2,2,                                                                                ,20150114,102.52,648T福邦證券                                                                    ,20140731,轉換                                                        ,1,7,20.1,20130215,20180104,臺灣新光商業銀行信託部                            
1477      ,聚陽實業,14774          ,5,4         ,1         ,20120824,20170824,700000000,357300000,0, ,0,0,        ,1,1,                                                                                ,聚陽四                        ,20120824,5,0,2,2,                                                                                ,20150824,100.7519,592T元富證券                                                                    ,20140731,債券持有人申請轉換                                          ,1,7,85.2,20120925,20170814,中國信託商業銀行信託部                            
1524      ,耿鼎公司,15243          ,5,3         ,,20120102,20150102,300000000,131100000,0, ,0,0,無      ,1,1,                                                                                ,耿鼎三                        ,20120102,3,0,2,1,安泰商業銀行股份有限公司                                                        ,20140102,102.01,980T元大寶來證券                                                                ,20140731,持有人無轉換普通股                                          ,1,7,7.5,20120203,20141222,元大商業銀行股份有限公司信託部                    
1536      ,和大工業,15363          ,5,三        ,,20091116,20141115,200000000,21700000,8, ,0,0,        ,1,1,                                                                                ,和大三                        ,20130814,5,0,2,2,                                                                                ,20121115,100,無                                                                              ,0,                                                            ,1,8,8.24,20091216,20141105,玉山商業銀行股份有限公司                          
1566      ,捷邦,15661          ,5,1         ,,20121214,20171214,500000000,166400000,0, ,0,0,不適用  ,1,1,                                                                                ,捷邦一                        ,20121214,5,0,2,2,                                                                                ,20151214,100,920T凱基證券                                                                    ,0,                                                            ,1,7,32.93,20130115,20171204,中國信託商業銀行股份有限公司                      
1569      ,濱川,15694          ,5,4         ,,20121212,20151212,200000000,200000000,0, ,0,0,        ,1,1,                                                                                ,濱川四                        ,20121212,3,0,2,1,台新國際商業銀行(股)公司                                                        ,20141212,102.4144,台新綜合證券股份有限公司                                                        ,20140731,                                                            ,1,7,39,20130113,20151202,台北富邦商業銀行股份有限公司                      
1584      ,精剛精密,15842          ,5,2         ,,20120424,20150424,287000000,286900000,0, ,0,0,        ,1,1,                                                                                ,精剛二                        ,20120424,3,0,2,1,臺灣銀行  台北富邦銀行  彰化銀行  華南銀行  第一銀行                            ,20140424,103.02,富邦綜合證券(股)公司                                                            ,20140422,債權人於債券發行滿2年行使賣回權                             ,1,7,23.6,20120525,20150414,國泰世華商業銀行信託部                            
1589      ,F-永冠,15891          ,5,1         ,,20140603,20190603,1500000000,1500000000,0, ,0,0,NA      ,1,1,                                                                                ,永冠一                        ,20140603,5,0,2,2,                                                                                ,0,0,凱基證券股份有限公司                                                            ,0,                                                            ,1,7,158,20140904,20190524,臺灣土地銀行股份有限公司信託部                    
1611      ,中電,16111          ,5,1         ,,20100604,20150604,1200000000,259100000,0, ,0,0,不適用  ,1,1,                                                                                ,中電ㄧ                        ,20100604,5,0,2,2,                                                                                ,20150604,100,元大證券股份有限公司                                                            ,0,                                                            ,0,7,23.49,20100705,20150525,元大商業銀行信託部                                
1611      ,中電,16112          ,5,2         ,,20130328,20180328,1600000000,1600000000,0, ,0,0,不適用  ,1,1,                                                                                ,中電二                        ,20130328,5,0,2,2,                                                                                ,20150328,100,元大寶來證券股份有限公司                                                        ,0,                                                            ,0,7,18.62,20130429,20180318,兆豐商業銀行股份有限公司信託部                    
1617      ,榮星電線,16172          ,5,1         ,,20100908,20150908,400000000,89300000,0, ,0,0,        ,1,1,                                                                                ,榮星二                        ,20100908,5,0,2,1,台新國際商業銀行、中國信託商業銀行                                              ,20140908,105.0945,台新綜合證券(股)公司                                                            ,20140731,                                                            ,1,8,11.8,20101009,20150829,兆豐國際商業銀行                                  
1704      ,榮化,17043          ,5,3         ,,20120921,20150921,2000000000,2000000000,0, ,0,0,        ,1,1,                                                                                ,榮化三                        ,20120921,3,0,2,2,                                                                                ,0,0,大華證券股份有限公司                                                            ,0,                                                            ,1,7,44.6,20121022,20150912,華南商業銀行股份有限公司信託部                    
1709      ,和益化工,17091          ,5,1         ,,20140220,20190220,700000000,700000000,0, ,0,0,        ,1,1,                                                                                ,和益一                        ,20140220,5,0,2,2,                                                                                ,20170220,100,富邦綜合證券股份有限公司                                                        ,0,                                                            ,1,7,15.4,20140321,20190210,台北富邦商業銀行股份有限公司                      
1712      ,興農,17121          ,5,1         ,,20130815,20180815,1200000000,1164300000,0, ,0,0,不適用  ,1,1,                                                                                ,興農一                        ,20130815,5,0,2,2,                                                                                ,20160815,100,永豐金證券股份有限公司                                                          ,20131018,可轉換公司債轉換為普通股                                    ,1,7,16,20130916,20180805,永豐銀行股份有限公司信託部                        
1715      ,萬洲化學,17151          ,5,1         ,,20110915,20160915,1000000000,99900000,0, ,0,0,不適用  ,1,1,                                                                                ,萬洲一                        ,20110915,5,0,2,2,                                                                                ,20140915,101.51,福邦證券股份有限公司                                                            ,0,                                                            ,1,7,16.7,20111016,20160905,玉山銀行信託部                                    
1715      ,萬洲化學,17152          ,5,2         ,,20131220,20181220,700000000,254500000,0, ,0,0,不適用  ,1,1,                                                                                ,萬洲二                        ,20131220,5,0,2,2,                                                                                ,20161220,102.2669,國泰綜合證券(股)公司                                                            ,0,                                                            ,1,7,17.45,20140121,20181210,日盛國際商業銀行股份有限公司                      
1729      ,必翔實業,17292          ,5,2         ,,20091202,20141202,2000000000,496800000,0, ,0,0,無      ,1,1,                                                                                ,必翔二                        ,20091202,5,0,2,2,                                                                                ,20120602,100,寶來證券股份有限公司                                                            ,0,                                                            ,1,7,76.55,20100103,20141122,玉山商業銀行信託部                                
1733      ,五鼎,17331          ,5,1         ,,20120806,20150806,400000000,400000000,0, ,0,0,        ,1,1,                                                                                ,五鼎一                        ,20120806,3,0,2,2,                                                                                ,0,0,元大寶來證券股份有限公司                                                        ,0,                                                            ,1,7,78,20120907,20150727,台北富邦商業銀行股份有限公司信託部                
1752      ,南光,17522          ,5,2         ,,20131213,20161213,400000000,400000000,0, ,0,0,不適用  ,1,1,                                                                                ,南光二                        ,20131213,3,0,2,1,第一商業銀行                                                                    ,0,0,兆豐證券股份有限公司                                                            ,0,                                                            ,1,7,36.2,20140114,20161203,中國信託銀行股份有限公司                          
1787      ,福盈科,17872          ,5,2         ,,20100128,20150128,200000000,100000,0, ,0,0,無      ,1,1,                                                                                ,福盈二                        ,20100128,5,0,2,1,彰化銀行西松分行                                                                ,20120128,103.023,統一綜合證券股份有限公司                                                        ,0,                                                            ,1,7,15.45,20100301,20150118,第一銀行信託處                                    
1795      ,美時製藥,17953          ,5,3         ,,20131018,20181018,400000000,400000000,0, ,0,0,不適用  ,1,2,到期未轉換以現金一次還本                                                        ,美時三                        ,20131018,5,0,2,1,臺灣土地銀行股份有限公司                                                        ,20151018,102.01,第一金證券股份有限公司                                                          ,0,                                                            ,1,7,62.72,20131119,20181008,玉山商業銀行股份有限公司                          
1808      ,潤隆,18081          ,5,1         ,,20110114,20160114,600000000,357600000,0, ,0,0,不適用  ,1,1,                                                                                ,潤隆一                        ,20110114,5,0,2,1,臺灣土地銀行股份有限公司                                                        ,20140114,104.56,永豐金證券股份有限公司                                                          ,0,                                                            ,1,7,29.78,20110715,20160104,日盛國際商業銀行股份有限公司                      
1808      ,潤隆,18082          ,5,2         ,,20111012,20141012,1000000000,188500000,0, ,0,0,不適用  ,1,1,                                                                                ,潤隆二                        ,20111012,3,0,2,1,臺灣銀行股份有限公司                                                            ,20131012,102.51,永豐金證券股份有限公司                                                          ,0,                                                            ,1,7,30.2,20120213,20141002,日盛國際商業銀行股份有限公司                      
1808      ,潤隆,18083          ,5,3         ,,20130909,20180909,1500000000,1500000000,0, ,0,0,不適用  ,1,1,                                                                                ,潤隆三                        ,20130909,5,0,2,1,兆豐國際商業銀行股份有限公司                                                    ,20160909,103.797,凱基證券股份有限公司                                                            ,0,                                                            ,1,7,31.8,20131210,20180830,日盛國際商業銀行股份有限公司                      
1815      ,富喬工業,18153          ,5,三        ,18153     ,20120308,20170308,750000000,186000000,0, ,0,0,不適用  ,1,1,                                                                                ,富喬三                        ,20120308,5,0,2,2,                                                                                ,20140908,104.5609,臺銀綜合證券股份有限公司                                                        ,20140731,                                                            ,1,7,20.2,20120409,20170226,台北富邦商業銀行股份有限公司信託部                
1815      ,富喬工業,18154          ,5,4         ,18154     ,20130923,20180923,500000000,497200000,0, ,0,0,無      ,1,1,                                                                                ,富喬四                        ,20130923,5,0,2,2,                                                                                ,20160923,103.0301,臺銀綜合證券股份有限公司                                                        ,20140731,應公司債債權人申請轉換                                      ,1,7,12.77,20131024,20180913,華泰商業銀行股份有限公司信託部                    
1909      ,榮成,19093          ,5,3         ,,20140805,20170805,1600000000,1600000000,0, ,0,0,不適用  ,1,1,                                                                                ,榮成三                        ,20140805,3,0,2,2,                                                                                ,0,0,富邦綜合證券股份有限公司                                                        ,0,                                                            ,1,7,18,20141106,20170726,玉山商業銀行股份有限公司                          
2006      ,東和鋼鐵,20066          ,5,6         ,,20121105,20171105,2500000000,2500000000,0, ,0,0,        ,1,1,                                                                                ,東鋼六                        ,20121105,5,0,2,2,                                                                                ,20151105,101.51,國泰綜合證券股份有限公司                                                        ,20140731,                                                            ,1,7,30,20121206,20171026,台北富邦商業銀行股份有限公司                      
2022      ,聚亨,20224          ,5,4         ,,20130930,20160930,300000000,300000000,0, ,0,0,        ,1,1,                                                                                ,聚亨四                        ,20130930,3,0,2,1,第一商業銀行股份有限公司                                                        ,20150930,102.01,福邦證券股份有限公司                                                            ,0,                                                            ,1,7,6,20140101,20160920,大眾證券股份有限公司                              
2031      ,新光鋼,20314          ,5,4         ,,20131220,20181220,500000000,499000000,0, ,0,0,        ,1,1,                                                                                ,新光四                        ,20131220,5,0,2,2,                                                                                ,20161220,103.03,康和綜合證券股份有限公司                                                        ,20140131,行使轉換                                                    ,1,7,19,20140121,20181210,玉山商業銀行股份有限公司信託部                    
2061      ,風青,20611          ,5,ㄧ        ,,20110825,20140825,200000000,31500000,0, ,0,0,不適用  ,1,1,                                                                                ,風青一                        ,20110825,3,0,2,1,合作金庫商業銀行股份有限公司                                                    ,20130825,102.01,合作金庫商業銀行股份有限公司                                                    ,20130825,行使賣回權                                                  ,1,7,16.48,20110926,20140815,日盛國際商業銀行股份有限公司信託處                
2101      ,南港輪胎,21011          ,5,1         ,1         ,20100122,20150122,1500000000,1343200000,0, ,0,0,        ,1,1,                                                                                ,南港一                        ,20100122,5,0,2,1,華南商業銀行                                                                    ,0,0,寶來證券股份有限公司                                                            ,0,                                                            ,1,7,48.42,20100223,20150112,彰化銀行信託部                                    
2231      ,為升,22311          ,5,1         ,,20130930,20160930,250000000,93700000,0, ,0,0,不適用  ,1,1,                                                                                ,為升一                        ,20130930,3,0,2,1,中華開發工業銀行(股)公司                                                        ,20150930,100,第一金證券股份有限公司                                                          ,0,                                                            ,1,7,103.88,20131031,20160920,安泰商業銀行股份有限公司                          
2314      ,台揚科技,YJ91AA         ,5,1         ,,20120924,20150923,900000000,900000000,0, ,0,0,        ,0,2,本債券於到期日依當時之轉換價格一次強制轉換為本公司普通股                        ,台揚私募一債                  ,0,3,0,5,2,                                                                                ,0,0,                                                                                ,0,                                                            ,0,8,9,20120925,20150913,無                                                
2332      ,友訊科技,23323          ,5,3         ,,20100112,20150112,2000000000,114300000,0, ,0,0,不適用  ,1,1,                                                                                ,友訊三                        ,20100113,5,0,2,2,                                                                                ,20120112,100,元大證券股份有限公司                                                            ,20140701,                                                            ,1,7,37.5,20100213,20150102,中國信託商業銀行                                  
2353      ,宏科股份有限公司,23532          ,5,2         ,,20130514,20160514,6000000000,6000000000,0, ,0,0,不適用  ,1,1,                                                                                ,宏?二                        ,20130514,3,0,2,2,                                                                                ,0,0,大華證券股份有限公司                                                            ,0,                                                            ,0,7,25.72,20130615,20160504,台北富邦商業銀行股份有限公司                      
2360      ,致茂電子,23602          ,5,2         ,,20140523,20190523,2000000000,2000000000,0, ,0,0,不適用  ,1,2,本公司於公司債到期時按債券面額以現金一次償還。                                  ,致茂二                        ,20140523,5,0,2,2,                                                                                ,20170523,100,台新綜合證券股份有限公司                                                        ,0,                                                            ,1,7,74.2,20140624,20190513,兆豐國際商業銀行股份有限公司                      
2383      ,台光電子,23833          ,5,3         ,,20100622,20150622,400000000,38700000,0, ,0,0,無      ,1,1,                                                                                ,台光三                        ,20100622,5,0,2,2,                                                                                ,0,0,台新綜合證券股份有限公司                                                        ,0,                                                            ,1,7,28.5,20100723,20150612,台新國際商業銀行信託部                            
2393      ,億光電子,23935          ,5,5         ,,20131220,20181220,4000000000,3957000000,0, ,0,0,不適用  ,1,1,                                                                                ,億光五                        ,20131220,5,0,2,2,                                                                                ,20161220,100,元大寶來證券股份有限公司                                                        ,0,                                                            ,1,7,70,20140121,20181210,兆豐國際商業銀行                                  
2406      ,國碩科技,24062          ,5,2         ,,20120803,20150803,800000000,408300000,0, ,0,0,不適用  ,1,1,                                                                                ,國碩二                        ,20120803,3,0,2,1,上海商業儲蓄銀行股份有限公司                                                    ,0,0,凱基證券股份有限公司                                                            ,0,                                                            ,1,7,26,20120904,20150724,中國信託商業銀行股份有限公司                      
2406      ,國碩科技,240602         ,5,E2        ,,20140523,20170523,450000000,450000000,0, ,0,0,不適用  ,1,1,                                                                                ,國碩E2                        ,20140523,3,0,2,1,遠東國際商業銀行股份有限公司及元大商業銀行股份有限公司                          ,20160523,102.01,凱基證券股份有限公司                                                            ,0,                                                            ,1,7,40,20140624,20170513,中國信託商業銀行股份有限公司                      
2419      ,仲琦,24192          ,5,2         ,,20120118,20150118,650000000,4000000,0, ,0,0,        ,1,1,                                                                                ,仲琦二                        ,20120118,3,0,2,1,第一商業銀行股份有限公司圓山分行                                                ,20140118,102.01,第一金證券股份有限公司                                                          ,20130731,債權人執行轉換                                              ,1,7,12.5,20120219,20150108,玉山商業銀行股份有限公司信託部                    
2419      ,仲琦,24193          ,5,3         ,,20130131,20160131,500000000,63200000,0, ,0,0,        ,1,1,                                                                                ,仲琦三                        ,20130131,3,0,2,1,第一商業銀行股份有限公司圓山分行                                                ,20150131,102.01,第一金證券股份有限公司                                                          ,20140331,債權人執行轉換                                              ,1,7,16,20130301,20160121,玉山商業銀行股份有限公司信託部                    
2428      ,興勤,24283          ,5,3         ,,20110121,20160121,200000000,41100000,0, ,0,0,        ,1,1,                                                                                ,興勤三                        ,20110121,5,0,2,2,                                                                                ,20140121,103.64,大華證券股份有限公司                                                            ,0,                                                            ,1,7,46.6,20110222,20160111,國泰世華商業銀行股份有限公司                      
2442      ,新美齊,24422          ,5,2         ,,20130312,20170312,400000000,366400000,0, ,0,0,不適用  ,1,1,                                                                                ,美齊二                        ,20130312,4,0,2,1,遠東國際商業銀行                                                                ,20160312,103.0301,中國信託綜合證券股份有限公司                                                    ,0,                                                            ,1,7,8,20130413,20170302,中國信託商業銀行股份有限公司                      
2457      ,飛宏科技,24571          ,5,1         ,,20140604,20170604,1500000000,1489300000,0, ,0,0,不適用  ,1,1,                                                                                ,飛宏一                        ,20140604,3,0,2,2,                                                                                ,0,0,凱基證券股份有限公司                                                            ,0,                                                            ,1,7,20.4,20140705,20170525,台新國際商業銀行股份有限公司                      
2461      ,光群雷射,24612          ,5,2         ,,20110922,20140922,300000000,51300000,0, ,0,0,無      ,1,1,                                                                                ,光群二                        ,20110922,3,0,2,1,台北富邦商業銀行擔保參億元                                                      ,20130922,102.01,富邦綜合證券股份有限公司                                                        ,20140718,債權人申請轉換為普通股                                      ,1,7,10.7,20111023,20140912,玉山商業銀行信託部                                
2462      ,良得電,24622          ,5,101-1     ,,20120604,20170604,200000000,38800000,0, ,0,0,不適用  ,1,1,                                                                                ,良得二                        ,20120604,5,0,2,1,合作金庫商業銀行股份有限公司景美分行                                            ,20150604,103.8,元大寶來證券股份有限公司                                                        ,0,                                                            ,1,7,32.3,20120705,20170525,中國信託商業銀行股份有限公司                      
2462      ,良得電,24623          ,5,101-2     ,,20120605,20170605,200000000,20300000,0, ,0,0,不適用  ,1,1,                                                                                ,良得三                        ,20120605,5,0,2,2,                                                                                ,20150605,104.57,元大寶來證券股份有限公司                                                        ,0,                                                            ,1,7,32,20120706,20170526,中國信託商業銀行股份有限公司                      
2474      ,可成科技,24742          ,5,2         ,,20110427,20160427,4500000000,713800000,0, ,0,0,無      ,1,1,                                                                                ,可成二                        ,20110427,5,0,2,2,                                                                                ,20140427,102.2669,凱基證券股份有限公司                                                            ,0,                                                            ,1,7,202,20110528,20160417,中國信託商業銀行信託部                            
2478      ,大毅,24781          ,5,1         ,,20130128,20180128,562500000,353700000,0, ,0,0,不適用  ,1,1,                                                                                ,大毅一                        ,20130128,5,0,2,2,                                                                                ,20150128,102.01,富邦綜合證券股份有限公司                                                        ,0,                                                            ,1,7,18.2,20130301,20180118,台北富邦商業銀行股份有限公司                      
2481      ,強茂,24816          ,5,6         ,,20130611,20180611,350000000,250800000,0, ,0,0,無      ,1,1,                                                                                ,強茂六                        ,20130611,5,0,2,1,臺灣土地銀行股份有限公司                                                        ,20160611,103.0301,臺灣土地銀行股份有限公司                                                        ,20140731,債權人行使轉換                                              ,1,7,12.6,20130712,20180601,台新國際商業銀行股份有限公司                      
2481      ,強茂,24817          ,5,7         ,,20130613,20180613,150000000,51400000,0, ,0,0,無      ,1,1,                                                                                ,強茂七                        ,20130613,5,0,2,2,                                                                                ,20160613,103.6434,臺灣土地銀行股份有限公司                                                        ,20140731,債權人行使轉換                                              ,1,7,12.57,20130714,20180603,台新國際商業銀行股份有限公司                      
2486      ,一詮精密,24865          ,5,五        ,1         ,20140328,20190328,1100000000,1100000000,0, ,0,0,無      ,1,1,                                                                                ,一詮五                        ,20140328,5,0,2,2,                                                                                ,20170328,101.51,富邦綜合證券股份有限公司                                                        ,0,                                                            ,1,7,24.5,20140429,20190318,台北富邦商業銀行                                  
2489      ,瑞軒,24894          ,5,4         ,,20100104,20150104,4000000000,41300000,0, ,0,0,        ,1,1,                                                                                ,瑞軒四                        ,20100104,5,0,2,2,                                                                                ,20130104,103.03,群益證券股份有限公司                                                            ,0,                                                            ,1,7,37.5,20100205,20141225,中國信託商業銀行                                  
2499      ,東貝光電,24993          ,5,3         ,,20100928,20150928,1500000000,138500000,0, ,0,0,不適用  ,1,1,                                                                                ,東貝三                        ,20100928,5,0,2,2,                                                                                ,20150928,100,元大證券股份有限公司                                                            ,0,                                                            ,1,7,51,20101029,20150919,元大商業銀行(股)公司信託部                        
2505      ,國揚實業,25052          ,5,2         ,,20120514,20150514,900000000,722200000,0, ,0,0,不適用  ,1,1,                                                                                ,國揚二                        ,20120514,3,0,2,1,安泰商業銀行股份有限公司                                                        ,20140514,102.01,宏遠證券股份有限公司                                                            ,20140731,轉換普通股                                                  ,1,7,11.47,20120615,20150504,華南商業銀行股份有限公司                          
2515      ,中華工程,25151          ,5,1         ,,20140224,20170224,300000000,300000000,0, ,0,0,不適用  ,1,1,                                                                                ,中工一                        ,20140224,3,0,2,1,安泰商業銀行股份有限公司                                                        ,0,0,永豐金證券股份有限公司                                                          ,0,                                                            ,1,7,8.7,20140325,20170214,永豐商業銀行股份有限公司信託部                    
2515      ,中華工程,25152          ,5,103_2     ,,20140225,20190225,500000000,500000000,0, ,0,0,不適用  ,1,1,                                                                                ,中工二                        ,20140225,5,0,2,2,                                                                                ,20170225,104.5678,永豐金證券股份有限公司                                                          ,0,                                                            ,1,7,8.7,20140326,20190215,永豐商業銀行股份有限公司信託部                    
2528      ,皇普建設,25281          ,5,一        ,,20120424,20170424,407000000,197600000,0, ,0,0,不適用  ,1,1,                                                                                ,皇普一                        ,20120424,5,0,2,1,板信商銀民生分行                                                                ,20150424,103.03,大眾綜合證券股份有限公司                                                        ,20140731,債權人申請轉換                                              ,1,7,10,20120525,20170414,華泰商業銀行股份有限公司信託部                    
2535      ,達工,25352          ,5,2         ,,20140110,20190110,600000000,600000000,0, ,0,0,不適用  ,1,1,                                                                                ,達工二                        ,20140110,5,0,2,1,遠東國際商業銀行股份有限公司                                                    ,20170110,101.5075,凱基證券股份有限公司                                                            ,0,                                                            ,1,7,28.2,20140211,20181231,兆豐國際商業銀行股份有限公司信託部                
2535      ,達工,25353          ,5,3         ,,20140114,20190114,600000000,600000000,0, ,0,0,不適用  ,1,1,                                                                                ,達工三                        ,20140114,5,0,2,2,                                                                                ,20170114,102.2669,凱基證券股份有限公司                                                            ,0,                                                            ,1,7,28.3,20140215,20190104,兆豐國際商業銀行股份有限公司信託部                
2537      ,聯上開發,25373          ,5,3         ,,20120831,20170831,176750000,111800000,0, ,0,0,不適用  ,1,1,                                                                                ,聯開三                        ,20120831,5,0,2,1,臺灣土地銀行股份有限公司                                                        ,20150831,103.03,臺灣土地銀行股份有限公司                                                        ,0,                                                            ,1,7,16.06,20121001,20170821,日盛國際商業銀行股份有限公司信託處                
2537      ,聯上開發,25375          ,5,5         ,,20131105,20181105,400000000,400000000,0, ,0,0,不適用  ,1,1,                                                                                ,聯開五                        ,20131105,5,0,2,2,                                                                                ,20161105,103.03,臺灣土地銀行股份有限公司                                                        ,0,                                                            ,1,7,17.38,20131206,20181026,日盛國際商業銀行股份有限公司信託處                
2538      ,基泰建設,25382          ,5,2         ,,20121029,20151029,700000000,468000000,0, ,0,0,不適用  ,1,1,                                                                                ,基泰二                        ,20121029,3,0,2,1,彰化商業銀行                                                                    ,20141029,102.01,元富證券股份有限公司                                                            ,0,                                                            ,1,7,19.2,20121130,20151019,兆豐國際商業銀行                                  
2538      ,基泰建設,25383          ,5,3         ,,20131108,20181108,1000000000,1000000000,0, ,0,0,不適用  ,1,1,                                                                                ,基泰三                        ,20131108,5,0,2,1,彰化商業銀行                                                                    ,20161108,103.03,元富證券股份有限公司                                                            ,0,                                                            ,1,7,21.4,20131209,20181028,兆豐國際商業銀行                                  
2547      ,日勝,25473          ,5,3         ,,20120307,20150907,1000000000,441400000,0, ,0,0,不適用  ,1,1,                                                                                ,日勝三                        ,20120307,3,6,2,2,                                                                                ,20140307,103.02,凱基證券股份有限公司                                                            ,0,                                                            ,1,7,27.6,20120408,20150828,合作金庫商業銀行信託部                            
2547      ,日勝,25474          ,5,4         ,,20120308,20160308,800000000,442500000,0, ,0,0,不適用  ,1,1,                                                                                ,日勝四                        ,20120308,4,0,2,2,                                                                                ,20150308,104.57,凱基證券股份有限公司                                                            ,0,                                                            ,1,7,27.9,20120409,20160227,合作金庫商業銀行信託部                            
